Map,Name,Address,Google label,MW4etd,UY7F9,W4Efsd,W4Efsd 2,doJOZc,W4Efsd 3,W4Efsd 4,W4Efsd 5,W4Efsd 6,FQ2IWe src,Jn12ke src,ah5Ghc,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.google.ca/maps/place/Dunes+Golf+and+Bar/data=!4m7!3m6!1s0x8819bbf6b097f4cf:0xce2d018475f19109!8m2!3d42.9061833!4d-85.7933312!16s%2Fg%2F11wn4lvchk!19sChIJz_SXsPa7GYgRCZHxdYQBLc4?authuser=0&hl=en&rclk=1,Dunes Golf and Bar,7561 Cottonwood Dr,Indoor golf course,Indoor golf course,·,,·,7561 Cottonwood Dr,Open,⋅ Closes 10 p.m.,https://lh3.googleusercontent.com/p/AF1QipNMxbc06-F-N7onaKPAtmBa_C6ZSB9lRwaEDaNq=w80-h123-k-no,https://ssl.gstatic.com/local/servicebusiness/default_user.png,"""Cool new technology that makes sim golf a little closer to real golf.""",,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.google.ca/maps/place/Eagle+Crest+Golf+Club/data=!4m7!3m6!1s0x883ca8720acaf115:0xa5b7b978fcb45e67!8m2!3d42.2256577!4d-83.6118685!16s%2Fg%2F1vnnk1w2!19sChIJFfHKCnKoPIgRZ160_Hi5t6U?authuser=0&hl=en&rclk=1,Eagle Crest Golf Club,"Golf Club, 1201 S Huron St",Indoor golf course,·,,·,"Golf Club, 1201 S Huron St",Open,⋅ Closes 9 p.m.,https://lh3.googleusercontent.com/p/AF1QipMbZoKn-86MGy8hWrgu0C9biSle_kZI03_Q8gwg=w138-h92-k-no,,Onsite services,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.google.ca/maps/place/Ella+Sharp+Park+Golf+Course/data=!4m7!3m6!1s0x883d24dfcf56cd31:0x67dfbd1ecaa08d9e!8m2!3d42.2172462!4d-84.4203186!16s%2Fg%2F1thvyy_p!19sChIJMc1Wz98kPYgRno2gyh6932c?authuser=0&hl=en&rclk=1,Ella Sharp Park Golf Course,2800 4th St,Public golf course,·,,·,2800 4th St,Open,⋅ Closes 8 p.m.,https://lh3.googleusercontent.com/gps-cs-s/AC9h4noVT7HWwM3G-jjtRaBwf-AvMXdM2KUnURruD4TudV8zhWiDP9AQjbATITk0wHF4c7z1DdcHsumU7xfBqT9n0ys9yMw1lDweTvtO6-cVDod8xsBw_0uTrwWQSf3My_4tlO6Iq0pd=w163-h92-k-no,https://ssl.gstatic.com/local/servicebusiness/default_user.png,"""Amazing place, great conditions, great facilities and prices""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.google.ca/maps/place/Evolution+Sportsplex/data=!4m7!3m6!1s0x8824c079105627ab:0xe6d2d6e5546bf478!8m2!3d42.6328125!4d-83.2482986!16s%2Fg%2F12hxl25kj!19sChIJqydWEHnAJIgRePRrVOXW0uY?authuser=0&hl=en&rclk=1,Evolution Sportsplex,141 S Opdyke Rd,Athletic field,Athletic field,·,,·,141 S Opdyke Rd,Open 24 hours,,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrWMGrlHm544uZy8RBPk29o5w4ZNbPT18qdbjWDL3k1kpwu1WnpcyG7oOLINCRqmw18p-Qbu2KqCFKOVWog9qVsdpgLAH_dPLFYtyzPjawK3WPesN9A7OVIDlz07-Q7MMT9QuM=w163-h92-k-no,https://ssl.gstatic.com/local/servicebusiness/default_user.png,"""Meets expectations as an",,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.google.ca/maps/place/Extreme+Indoor+Golf/data=!4m7!3m6!1s0x882eed43e8fd42fb:0xb3f728abdca563f3!8m2!3d43.0033719!4d-81.181917!16s%2Fg%2F11b6j48v0q!19sChIJ-0L96EPtLogR82Ol3Kso97M?authuser=0&hl=en&rclk=1,Extreme Indoor Golf,1790 Dundas St,Indoor golf course,4.6,-125,Indoor golf course,·,,·,1790 Dundas St,Open,⋅ Closes 11 p.m.,https://lh3.googleusercontent.com/gps-cs-s/AC9h4np-1IJUJtpL0oFWzDZmqua3gvm8FCYN2eORogP6QbxvUcQY0H2Ss9sDAaiimXlbirsV9ZdaLVuRVp36FnWq8cS9idreXfSaDwMDmxt6gGNgSV_W5hG6_N2gG4mf-eTO5JlcpLm5=w80-h106-k-no,https://ssl.gstatic.com/local/servicebusiness/default_user.png,"""The simulators are top tier and so are the Staff!""",,,,,,,,,,,,,,,,,,,,,,,,,
https://www.google.ca/maps/place/Federal+Golf+Club/data=!4m7!3m6!1s0x883cb1c6e2f6d5bd:0x2a4f4e3b0ef688ab!8m2!3d42.2698624!4d-83.7747977!16s%2Fg%2F11l6_4g5k_!19sChIJvdX24saxPIgRq4j2DjtOTyo?authuser=0&hl=en&rclk=1,Federal Golf Club,1915 Federal Blvd,Indoor golf course,,,,3,-2,·,,1915 Federal Blvd,,Open 24 hours,,https://lh3.googleusercontent.com/p/AF1QipPbyYiow67dOmco2aG66RIRkLYTHarDKqMEN8Fn=w163-h92-k-no,"""Tee times are always available and easily booked.""",https://ssl.gstatic.com/local/servicebusiness/default_user.png,,,,,,,,,,,,,,,,,,,,,,,
https://www.google.ca/maps/place/First+Cut+Golf+Co/data=!4m7!3m6!1s0x8824df78fe11c905:0xf019ce3c2139e496!8m2!3d42.6261778!4d-82.9751369!16s%2Fg%2F11vwdr_c67!19sChIJBckR_njfJIgRluQ5ITzOGfA?authuser=0&hl=en&rclk=1,First Cut Golf Co,44935 Hayes Rd,Indoor golf course,,·,,4.9,-45,·,,·,44935 Hayes Rd,Open,⋅ Closes 2 a.m.,https://lh3.googleusercontent.com/gps-cs-s/AC9h4no1DWDUJDMZDUehaN1ZPZgz2GwRPktU3NYeENy7c58R9a35PQw_0126wOKYhI3dzSltIVL9yAdrFldUkBD8JuT49uYTqKossdtZaF6i05f3ICqffqXzeDvhZW4_9YSCQv9MSAwt5g=w122-h92-k-no,Onsite services,,,,,,,,,,,,,,,,,,,,,,,,
https://www.google.ca/maps/place/Five+Iron+Golf/data=!4m7!3m6!1s0x8824e704d4dc79a3:0x9995744c90fec5df!8m2!3d42.6686248!4d-83.0115585!16s%2Fg%2F11tf6gmwh3!19sChIJo3nc1ATnJIgR38X-kEx0lZk?authuser=0&hl=en&rclk=1,Five Iron Golf,50773 Corporate Dr,Indoor golf course,,·,,4.9,-222,·,,·,50773 Corporate Dr,Open,⋅ Closes 10 p.m.,https://lh3.googleusercontent.com/p/AF1QipPUqgPZaMqkdab9rT7KHB6hDuA3IXieOyM1W61s=w137-h92-k-no,Onsite services,,,,,,,,,,,,,,,,,,,,,,,,
https://www.google.ca/maps/place/Five+Iron+Golf/data=!4m7!3m6!1s0x883b2d6828a88ad1:0x2c698cc2eb8caa17!8m2!3d42.3290335!4d-83.0548275!16s%2Fg%2F11sw3_rrrl!19sChIJ0YqoKGgtO4gRF6qM68KMaSw?authuser=0&hl=en&rclk=1,Five Iron Golf,600 W Lafayette Blvd Suite 5I,Indoor golf course,,·,,4.6,-390,·,,·,600 W Lafayette Blvd Suite 5I,Open,⋅ Closes 11 p.m.,https://lh3.googleusercontent.com/p/AF1QipNEgz8WWcRylE47nLXJ1G6GsC1P8hYiANh0oowx=w137-h92-k-no,Dine-in,,,,,,,,,,,,,,,,,,,,,,,,
https://www.google.ca/maps/place/Fore+Seasons+Indoor+Golf/data=!4m7!3m6!1s0x8819810aa68b6ebb:0xb75ddd48c335eac6!8m2!3d43.0668705!4d-86.2138247!16s%2Fg%2F11wp17qmzt!19sChIJu26LpgqBGYgRxuo1w0jdXbc?authuser=0&hl=en&rclk=1,Fore Seasons Indoor Golf,1097 Jackson St,Indoor golf course,Indoor golf course,·,,·,1097 Jackson St,Open 24 hours,,https://lh3.googleusercontent.com/p/AF1QipMfl5sEMIvgzufk4-gh4kvjTRq8rVxc3dXSNE1K=w199-h92-k-no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.google.ca/maps/place/Fore!+Everyone+Golf+-+Stratford%27s+%231+Indoor+Golf+Experience/data=!4m7!3m6!1s0x882eadd71da982bb:0x45c6578f927f1c6e!8m2!3d43.3715178!4d-80.9447051!16s%2Fg%2F11rd99xwln!19sChIJu4KpHdetLogRbhx_ko9XxkU?authuser=0&hl=en&rclk=1,Fore! Everyone Golf - Stratford's #1 Indoor Golf Experience,1060 Ontario St,Indoor golf course,5,-27,Indoor golf course,·,,·,1060 Ontario St,Open,⋅ Closes 10 p.m.,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrKbqU-r14ISV__ybOhD8v19yUd0NU059J5NydTVWj2ePNSLADlwGDe-7jNhkIWiws5m1jDSURH9GkEYju5LPdtGVqZTISWGZw_vTscqpYZLsves4utpZrfaJjc3PAe9U3pWzyZmA=w122-h92-k-no,,Onsite services,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.google.ca/maps/place/Fore!+Oxford/data=!4m7!3m6!1s0x882c1f4c9a16254f:0xc555df71252027dd!8m2!3d43.1334152!4d-80.7304229!16s%2Fg%2F11rms3ns69!19sChIJTyUWmkwfLIgR3ScgJXHfVcU?authuser=0&hl=en&rclk=1,Fore! Oxford,972 Dundas St,Indoor golf course,4.5,-100,Indoor golf course,·,,·,972 Dundas St,Open,⋅ Closes 11 p.m.,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nq5eDIqDRSr4rghKEeL1Sji7gDKKUJmVXwUOTcUPAbfYECUxXbbBGPy7rJgZuU03bLzs2A-Co53UaUyYi6UmJJgJAWC4ucreRol415GRxeIUequwFWKfFOxjqGuqRiRPIWV4Naq=w122-h92-k-no,https://ssl.gstatic.com/local/servicebusiness/default_user.png,"""Great staff ,very clean and lots of fun""",,,,,,,,,,,,,,,,,,,,,,,,,
https://www.google.ca/maps/place/Forest+Hill+Bar+at+The+Indoor+Golf+Academy/data=!4m7!3m6!1s0x882bf56fdeb44c87:0x219d4319493eec99!8m2!3d43.424882!4d-80.510474!16s%2Fg%2F11rn7hvgrc!19sChIJh0y03m_1K4gRmew-SRlDnSE?authuser=0&hl=en&rclk=1,Forest Hill Bar at The Indoor Golf Academy,421 Greenbrook Dr,Golf instructor,4.6,-12,Golf instructor,·,,·,421 Greenbrook Dr,Open,⋅ Closes 8 p.m.,https://lh3.googleusercontent.com/p/AF1QipORZiKruwecCIdGlj2L65j_WIeq_h59MoI0I3Uw=w134-h92-k-no,,Onsite services,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.google.ca/maps/place/Funtyme+Adventure+Parks/data=!4m7!3m6!1s0x8822bd871651e687:0x8c4b9d72513ca6f!8m2!3d42.7417538!4d-84.7160562!16s%2Fg%2F1tcy4y91!19sChIJh-ZRFoe9IogRb8oTJde5xAg?authuser=0&hl=en&rclk=1,Funtyme Adventure Parks,6295 E Saginaw Hwy,Miniature golf course,Miniature golf course,·,,6295 E Saginaw Hwy,Seasonal outdoor sports & games galore,Open,⋅ Closes 8 p.m.,https://lh3.googleusercontent.com/gps-cs-s/AC9h4np7Tti7Aypbs3vjfazbhDDv52Zidubx4lg2NXGgw_crQTsDLKp1KtlY1vNOj9UyrHy7rr52EjxowkMFJ81UL3tkzSprtGPea5zoMZv8XUcAZuIinTcyR0Q-2kyxXF2KBQwdb7dt=w163-h92-k-no,https://ssl.gstatic.com/local/servicebusiness/default_user.png,"""The course is showing its age, but it is fun and affordable.""",,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.google.ca/maps/place/GameTime+Fun+Park/data=!4m7!3m6!1s0x8819abba6727aae3:0x7a450f56adf76836!8m2!3d43.0430345!4d-85.6576185!16s%2Fg%2F1w0p6782!19sChIJ46onZ7qrGYgRNmj3rVYPRXo?authuser=0&hl=en&rclk=1,GameTime Fun Park,4400 Ball Park Dr NE,Miniature golf course,Miniature golf course,·,,·,4400 Ball Park Dr NE,Open,⋅ Closes 10 p.m.,https://lh3.googleusercontent.com/gps-cs-s/AC9h4noacetYjMYElk4HVOfgykVBW7EH9ynDLBln-gh5DgI--Vplq87fw6QTxbSwPk2YfWpNrS33aZNAWyvy9LGS7vNtl_AkPE2_s9nCmZITkMQUVeHYSsewC9gMDkfmKceMVPNVyJD3Eg=w122-h92-k-no,https://ssl.gstatic.com/local/servicebusiness/default_user.png,"""",,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.google.ca/maps/place/Gimme%27s+Par+and+Grill/data=!4m7!3m6!1s0x8819ad316583aa03:0xcb78ee72121923f0!8m2!3d42.9643576!4d-85.6713859!16s%2Fg%2F11w8psl64l!19sChIJA6qDZTGtGYgR8CMZEnLueMs?authuser=0&hl=en&rclk=1,Gimme's Par and Grill,45 Ottawa Ave NW,Indoor golf course,Indoor golf course,·,,·,45 Ottawa Ave NW,Open,⋅ Closes 11:45 p.m.,https://lh3.googleusercontent.com/p/AF1QipPq7-S0iTDmFfzlb8jOxjtbLg2ld2VWLjeK0nDx=w92-h92-k-no,,Dine-in,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.google.ca/maps/place/Golf+616/data=!4m7!3m6!1s0x8819ab29ab5c91e7:0x57555e9cc23e0dd4!8m2!3d43.0462723!4d-85.6582979!16s%2Fg%2F11y3n74zrm!19sChIJ55FcqymrGYgR1A0-wpxeVVc?authuser=0&hl=en&rclk=1,Golf 616,400 Dodge NE,Indoor golf course,Indoor golf course,·,,·,400 Dodge NE,Open,⋅ Closes 10 p.m.,https://lh3.googleusercontent.com/p/AF1QipOJibIfWanU7cOOvXb4rMoqNcKttHsDkHw_PEZY=w122-h92-k-no,,Onsite services,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.google.ca/maps/place/Golf+at+Fit+Physique/data=!4m7!3m6!1s0x8823a3cb709a107d:0xa029b4a984fa3bf4!8m2!3d43.1160327!4d-83.9743435!16s%2Fg%2F11pzk66qlt!19sChIJfRCacMujI4gR9Dv6hKm0KaA?authuser=0&hl=en&rclk=1,Golf at Fit Physique,9390 Genesee St Suite D,Indoor golf course,,·,,4.6,-7,·,,·,9390 Genesee St Suite D,,,https://lh3.googleusercontent.com/p/AF1QipP5y7CI3QnEP0luhvrzs_NTlmo-NYpgVOvLuYZh=w109-h92-k-no,"""... your own private room and able to hold my big family of golfers.""",https://ssl.gstatic.com/local/servicebusiness/default_user.png,,,,,,,,,,,,,,,,,,,,,,,
https://www.google.ca/maps/place/Golf+Practice+Now/data=!4m7!3m6!1s0x88178d721a587d53:0xc1085b35592fb15c!8m2!3d42.3323896!4d-85.3533304!16s%2Fg%2F11lcw4jlfx!19sChIJU31YGnKNF4gRXLEvWTVbCME?authuser=0&hl=en&rclk=1,Golf Practice Now,203 Cass St,Indoor golf course,Indoor golf course,·,,·,203 Cass St,Open,⋅ Closes 9 p.m.,https://lh3.googleusercontent.com/gps-cs-s/AC9h4np-v0Qr__X8SUGexTxqxOd-GZg0UQbzZGXzdOogHmbwMg-O_XZNulVnwRwMsLu0uWQ0CZTMs7rbXj9Jky5jBxzsIxBSj6yo_03UCUozkQINHFDK4V4Y5bsMRWiO2Bb7fXlhiec=w80-h142-k-no,https://ssl.gstatic.com/local/servicebusiness/default_user.png,"""Had a great time with helpful and polite staff""",,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.google.ca/maps/place/Golf+Without+Limits/data=!4m7!3m6!1s0x882bf3caa091bad5:0xeb067a6cb731904b!8m2!3d43.5123608!4d-80.5202052!16s%2Fg%2F1tm1r2w7!19sChIJ1bqRoMrzK4gRS5Axt2x6Bus?authuser=0&hl=en&rclk=1,Golf Without Limits,283 Northfield Dr E,Indoor golf course,4.7,-75,Indoor golf course,·,,·,283 Northfield Dr E,Open,⋅ Closes 11 p.m.,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrb3z3YWkH9gnsx3-dqPd0NTSHyWQL7kPCB8VQWsl_Tn5DA8gv5Ihmq1XbiWRktwfi9UljJ1iZMJZX2KLJoUSioO_uTJTIFvKk7yyk-P4LCjgovdT8otDGaufCLejjPDNJP11jHyw=w80-h106-k-no,https://ssl.gstatic.com/local/servicebusiness/default_user.png,"""Completed 9 holes in 2 hours for 4 people- staff was friendly and helpful.""",,,,,,,,,,,,,,,,,,,,,,,,,
https://www.google.ca/maps/place/GOLFERS+HIDEAWAY+Indoor+Golf+%26+Training+Facility/data=!4m7!3m6!1s0x882efb56a2b15a07:0x9ebbc06dcee3f20b!8m2!3d42.9595964!4d-81.4096489!16s%2Fg%2F11fmsg2l_t!19sChIJB1qxolb7LogRC_Ljzm3Au54?authuser=0&hl=en&rclk=1,GOLFERS HIDEAWAY Indoor Golf & Training Facility,22499 Jefferies Rd,Indoor golf course,4.9,-43,Indoor golf course,·,,·,22499 Jefferies Rd,Open,⋅ Closes 10 p.m.,https://lh3.googleusercontent.com/p/AF1QipNQIgglVxxAe9KGkpmNmDlGSpjd0tpB4nzDHPVw=w80-h105-k-no,https://ssl.gstatic.com/local/servicebusiness/default_user.png,"""Great staff, fantastic atmosphere, and well maintained equipment.""",,,,,,,,,,,,,,,,,,,,,,,,,
https://www.google.ca/maps/place/golflondon.ca/data=!4m7!3m6!1s0x882ef189c751fb37:0x9b598d78dc241937!8m2!3d42.9438275!4d-81.2955216!16s%2Fg%2F11nccy3dj_!19sChIJN_tRx4nxLogRNxkk3HiNWZs?authuser=0&hl=en&rclk=1,golflondon.ca,807 Farnham Rd,Golf instructor,5,-9,Golf instructor,·,,807 Farnham Rd,,Open,⋅ Closes 9 p.m.,https://lh3.googleusercontent.com/p/AF1QipPVJnyQFuiORuTyPfW_SffxkCC2QezOvXXerRT1=w80-h112-k-no,https://ssl.gstatic.com/local/servicebusiness/default_user.png,"""And best of all, its almost cheaper than the",,,,,,,,,,,,,,,,,,,,,,,,,
https://www.google.ca/maps/place/Golf-O-Rama/data=!4m7!3m6!1s0x88235ac910c2ae15:0x53a09dda7d21eec3!8m2!3d42.5605946!4d-83.7564407!16s%2Fg%2F1tfrsjts!19sChIJFa7CEMlaI4gRw-4hfdqdoFM?authuser=0&hl=en&rclk=1,Golf-O-Rama,2944 S Old US Hwy 23,Indoor golf course,,,,4.4,-55,·,,·,2944 S Old US Hwy 23,,,https://lh3.googleusercontent.com/p/AF1QipMhLN1qabubbe_1EpfXVPhAaZJUxvzwmDTjrygs=w122-h92-k-no,"""Amazing experience, friendly staff and amazing fun""",https://ssl.gstatic.com/local/servicebusiness/default_user.png,,,,,,,,,,,,,,,,,,,,,,,
https://www.google.ca/maps/place/Golfplay/data=!4m7!3m6!1s0x882bf3b5fc10ad7d:0x348f7192faf00846!8m2!3d43.4757045!4d-80.5203195!16s%2Fg%2F11twg60m6g!19sChIJfa0Q_LXzK4gRRgjw-pJxjzQ?authuser=0&hl=en&rclk=1,Golfplay,80 Lodge St Suite 5 & 6,Indoor golf course,4.6,-109,Indoor golf course,·,,·,80 Lodge St Suite 5 & 6,Open,⋅ Closes 11 p.m.,https://lh3.googleusercontent.com/p/AF1QipM8h3ZE4rqYrncGXDNR3K_ugztOWc_QZAFTp1y0=w163-h92-k-no,,Dine-in,,,,,,,,,,,,,,,,,,,,,,,,,
"https://www.google.ca/maps/place/Golfstar+Games,+LLC/data=!4m7!3m6!1s0x8819ad0101a43fc5:0x4c7698045d16f350!8m2!3d42.9707736!4d-85.6767718!16s%2Fg%2F11j6kx61hm!19sChIJxT-kAQGtGYgRUPMWXQSYdkw?authuser=0&hl=en&rclk=1","Golfstar Games, LLC",335 Bridge St NW #1905,Golf course builder,·,,335 Bridge St NW #1905,,Closed,⋅ Opens 6 a.m. Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=0V11n65HaOBOSUgIloZQ6g&cb_client=search.gws-prod.gps&w=80&h=92&yaw=351.26016&pitch=0&thumbfov=100,,Onsite services,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.google.ca/maps/place/GOLFTEC+Grand+Rapids/data=!4m7!3m6!1s0x8818534fbd5950a7:0x949f1796964dd8d6!8m2!3d43.0005251!4d-85.5930213!16s%2Fg%2F11g65dmzvl!19sChIJp1BZvU9TGIgR1thNlpYXn5Q?authuser=0&hl=en&rclk=1,GOLFTEC Grand Rapids,2121 Celebration Dr NE Suite 150,Golf instructor,·,,·,2121 Celebration Dr NE Suite 150,Closes soon,⋅ 6 p.m. ⋅ Opens 8 a.m. Sat,https://lh3.googleusercontent.com/p/AF1QipMSRLv7LMd1R-M2qhHbkBIvEyr4ZvBg9eDgbNqW=w138-h92-k-no,https://ssl.gstatic.com/local/servicebusiness/default_user.png,"""... keeps it simple and gives great tips that translate well to the",,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.google.ca/maps/place/GOLFTEC+Grandville/data=!4m7!3m6!1s0x8819b1cba05e6e4d:0xb951a391116ee2a!8m2!3d42.8827776!4d-85.742669!16s%2Fg%2F11tjzzrhyp!19sChIJTW5eoMuxGYgRKu4WETkalQs?authuser=0&hl=en&rclk=1,GOLFTEC Grandville,4500 Ivanrest Ave SW,Golf instructor,·,,·,4500 Ivanrest Ave SW,Closes soon,⋅ 6 p.m. ⋅ Opens 8 a.m. Sat,https://lh3.googleusercontent.com/p/AF1QipOXVMrse-QIUULsr61FjzBTRd1m0WgCsyr0dBOr=w163-h92-k-no,,Onsite services,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.google.ca/maps/place/Grip+and+Rip+Simulators/data=!4m7!3m6!1s0x882bdd0677c7474b:0x6ce71826b61e4df6!8m2!3d43.7602386!4d-80.6794738!16s%2Fg%2F11lm7y0tlz!19sChIJS0fHdwbdK4gR9k0etiYY52w?authuser=0&hl=en&rclk=1,Grip and Rip Simulators,25 Drayton Industrial Dr,Indoor golf course,5,-15,Indoor golf course,·,,25 Drayton Industrial Dr,,Open,⋅ Closes 12 a.m.,https://lh3.googleusercontent.com/p/AF1QipO1bauz8QCHVb3ghue6VhKBI5NN0KibpgCv01I=w138-h92-k-no,https://ssl.gstatic.com/local/servicebusiness/default_user.png,"""Great simulator and a great price.""",,,,,,,,,,,,,,,,,,,,,,,,,
https://www.google.ca/maps/place/Hit-Em+Here/data=!4m7!3m6!1s0x8817f1c955b83d71:0x9abd9d38bb3012d4!8m2!3d42.3055534!4d-85.154396!16s%2Fg%2F1tk6wj3p!19sChIJcT24VcnxF4gR1BIwuzidvZo?authuser=0&hl=en&rclk=1,Hit-Em Here,1790 E Columbia Ave,Golf driving range,Golf driving range,·,,·,1790 E Columbia Ave,Open,⋅ Closes 8 p.m.,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nr1QFQzzBPsYUKzqfjdZkj-YvC0odS-RERpn1615T7t2V_QNbdjlBHUJ5Jigo5cZks6e517gx2_HFWe6Dlj27Ee-7rKSv3pahtwrcPAuP9SNwJxm4h32ZhhPYnOgEpZAjI9esw5iw=w122-h92-k-no,https://ssl.gstatic.com/local/servicebusiness/default_user.png,"""Pricing was really economic and included",,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.google.ca/maps/place/Huron+Oaks+Indoor+Golf+Centre/data=!4m7!3m6!1s0x8825879f5b69d46b:0x1cf0a9a4fe5206fe!8m2!3d43.0264409!4d-82.2647153!16s%2Fg%2F11fhtm2182!19sChIJa9RpW5-HJYgR_gZS_qSp8Bw?authuser=0&hl=en&rclk=1,Huron Oaks Indoor Golf Centre,2587 Lakeshore Rd,Indoor golf course,,,Indoor golf course,·,,·,2587 Lakeshore Rd,Open,⋅ Closes 10 p.m.,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=R8aiv02OcgmQoPsdN-ncsQ&cb_client=search.gws-prod.gps&w=80&h=92&yaw=184.61758&pitch=0&thumbfov=100,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.google.ca/maps/place/Hyde+Park+Golf/data=!4m7!3m6!1s0x882eef838744338d:0x9546c146d8c8194f!8m2!3d43.0039179!4d-81.3391305!16s%2Fg%2F11v0z30l4g!19sChIJjTNEh4PvLogRTxnI2EbBRpU?authuser=0&hl=en&rclk=1,Hyde Park Golf,1828 Blue Heron Dr Unit 16,Indoor golf course,4.6,-75,Indoor golf course,·,,·,1828 Blue Heron Dr Unit 16,Open 24 hours,,https://lh3.googleusercontent.com/gps-cs-s/AC9h4noi5i4Jz3qgHOEmJfu3uvg3wUE9j62vmBSCdcz3EsT3ANbA3Qdm8MTrLywQGnhazFBE7IRaTKENc7E4ZN9ZaCPjUJBr6feq2mCuik8uzDPoVt-fHFOHfzt4BZkWUXpAhOlOXH0=w80-h106-k-no,https://ssl.gstatic.com/local/servicebusiness/default_user.png,"""The course selection is amazing and the prices are unbeatable.""",,,,,,,,,,,,,,,,,,,,,,,,,
https://www.google.ca/maps/place/iDarts+Waterloo/data=!4m7!3m6!1s0x882bf3762f29a545:0x3f48d1c70835f35d!8m2!3d43.4865565!4d-80.5402907!16s%2Fg%2F11gmxnmvmj!19sChIJRaUpL3bzK4gRXfM1CMfRSD8?authuser=0&hl=en&rclk=1,iDarts Waterloo,494 Albert St,Indoor golf course,4.4,-215,Indoor golf course,·,,·,494 Albert St,Open,⋅ Closes 1 a.m.,https://lh3.googleusercontent.com/p/AF1QipNydqEzwf1_dD93KFRIDtyqtt6SqfRS4Z0BaQVZ=w137-h92-k-no,https://ssl.gstatic.com/local/servicebusiness/default_user.png,"""high quality simulators and staff provides fantastic service!""",,,,,,,,,,,,,,,,,,,,,,,,,
https://www.google.ca/maps/place/Indoor+Golf/data=!4m7!3m6!1s0x8824af7848798d6f:0xef1a0821171d8d23!8m2!3d42.5129907!4d-83.4663608!16s%2Fg%2F11g0k1mbhz!19sChIJb415SHivJIgRI40dFyEIGu8?authuser=0&hl=en&rclk=1,Indoor Golf,29864 Windsor Ct,Association / Organization,·,,·,29864 Windsor Ct,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=T_NCCfX2tIp9AepHfAUjpw&cb_client=search.gws-prod.gps&w=80&h=92&yaw=171.57475&pitch=0&thumbfov=100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.google.ca/maps/place/Inkster+Valley+Golf+Course+and+Indoor+Golf+Facility/data=!4m7!3m6!1s0x883b4bf395d85aa3:0x83ef9ec5fc8fd33b!8m2!3d42.2941339!4d-83.3318956!16s%2Fg%2F1tfpqc34!19sChIJo1rYlfNLO4gRO9OP_MWe74M?authuser=0&hl=en&rclk=1,Inkster Valley Golf Course and Indoor Golf Facility,2150 Middlebelt Rd,Indoor golf course,·,,·,2150 Middlebelt Rd,Open,⋅ Closes 9 p.m.,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrKYJnhImTM4UkN7QMTqoNLzhGQ34LcTYUJvQslT-s5LWwE8QtBpncIfCaTsLt0EbIsxAKDNnJBBYCNzr_LMreZtRc3lar1_SSH6WHn9rYZRazclgiGdfybmhlOhZURdcvobN3k=w122-h92-k-no,https://ssl.gstatic.com/local/servicebusiness/default_user.png,"""Decent price, polite staff, but the course could use some love.""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.google.ca/maps/place/Ironwood+Golf+Club/data=!4m7!3m6!1s0x88234391b206ea55:0x6cbbf593ebddd83a!8m2!3d42.6300896!4d-83.8186898!16s%2Fg%2F1tj8b0zb!19sChIJVeoGspFDI4gROtjd65P1u2w?authuser=0&hl=en&rclk=1,Ironwood Golf Club,6902 E Highland Rd,Golf course,·,,·,6902 E Highland Rd,Open,⋅ Closes 8 p.m.,https://maps.gstatic.com/tactile/pane/result-no-thumbnail-2x.png,,Onsite services,,,,,,,,,,,,,,,,,,,,,,,,,,,,
