"hfpxzc href","qBF1Pd","MW4etd","UY7F9","W4Efsd","W4Efsd 2","doJOZc","W4Efsd 3","W4Efsd 4","W4Efsd 5","W4Efsd 6","FQ2IWe src","ah5Ghc","A1zNzb href","J8zHNe","ah5Ghc 2","Jn12ke src"
"https://www.google.ca/maps/place/South+Bay+Golf+Club/data=!4m7!3m6!1s0x80c2b3103e25357d:0x1731a251f9e84d07!8m2!3d33.8670086!4d-118.394314!16s%2Fg%2F11w32c3qsp!19sChIJfTUlPhCzwoARB03o-VGiMRc?authuser=0&hl=en&rclk=1","South Bay Golf Club","5.0","(46)","Indoor golf course","·","","·","1601 Pacific Coast Hwy Ste. 180","Open","⋅ Closes 9 p.m.","https://lh3.googleusercontent.com/p/AF1QipOB76ZXNY-1fYr5eL1HSdjkKSgQSSynaXhiN5H3=w137-h92-k-no","""Very friendly environment for golfers of all levels, even kids.""","","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png"
"https://www.google.ca/maps/place/Generation+Golf+Lounge+%26+Bar/data=!4m7!3m6!1s0x80c2dbdbe4f503b7:0x5f4e1432daed8ccf!8m2!3d34.1432661!4d-118.0311014!16s%2Fg%2F11l1htbf1x!19sChIJtwP15NvbwoARz4zt2jIUTl8?authuser=0&hl=en&rclk=1","Generation Golf Lounge & Bar","4.7","(15)","Indoor golf course","·","","·","288 N Santa Anita Ave #1","Open","⋅ Closes 10 p.m.","https://lh3.googleusercontent.com/p/AF1QipOFiR3aIOi0kWy4O7QuHSaDeD5wYjrgVqk6o9n5=w137-h92-k-no","Dine-in","https://www.google.com/maps/reserve/appt/place/ChIJtwP15NvbwoARz4zt2jIUTl8/mid/%2Fg%2F11l1htbf1x?hl=en-CA&gei=_Jj9Z67DCr_sptQPsYy0mQI&sourceurl=https://www.google.ca/search?tbm%3Dmap%26authuser%3D0%26hl%3Den%26gl%3Dca%26pb%3D!4m9!1m3!1d15891.043600181529!2d-79.6557312!3d43.4864128!2m0!3m2!1i1032!2i527!4f13.1!7i20!8i20!10b1!12m24!1m5!18b1!30b1!31m1!1b1!34e1!2m3!5m1!6e2!20e3!4b0!10b1!12b1!13b1!16b1!17m1!3e1!20m3!5e2!6b1!14b1!46m1!1b0!96b1!19m4!2m3!1i360!2i120!4i8!20m48!2m2!1i203!2i100!3m2!2i4!5b1!6m6!1m2!1i86!2i86!1m2!1i408!2i240!7m33!1m3!1e1!2b0!3e3!1m3!1e2!2b1!3e2!1m3!1e2!2b0!3e3!1m3!1e8!2b0!3e3!1m3!1e10!2b0!3e3!1m3!1e10!2b1!3e2!1m3!1e10!2b0!3e4!1m3!1e9!2b1!3e2!2b1!9b0!22m5!1s4pj9Z4nEK_-KptQP94SIUA:200!2s1i:0,t:246204,p:4pj9Z4nEK_-KptQP94SIUA:200!7e81!12e22!17s4pj9Z4nEK_-KptQP94SIUA:201!24m108!1m32!13m9!2b1!3b1!4b1!6i1!8b1!9b1!14b1!20b1!25b1!18m21!3b1!4b1!5b1!6b1!9b1!12b1!13b1!14b1!17b1!20b1!21b1!22b1!25b1!27m1!1b0!28b0!32b1!33m1!1b1!34b0!36e1!10m1!8e3!11m1!3e1!14m1!3b0!17b1!20m2!1e3!1e6!24b1!25b1!26b1!29b1!30m1!2b1!36b1!39m3!2m2!2i1!3i1!43b1!52b1!54m1!1b1!55b1!56m1!1b1!65m5!3m4!1m3!1m2!1i224!2i298!71b1!72m22!1m8!2b1!5b1!7b1!12m4!1b1!2b1!4m1!1e1!4b1!8m10!1m6!4m1!1e1!4m1!1e3!4m1!1e4!3sother_user_google_reviews!6m1!1e1!9b1!89b1!98m3!1b1!2b1!3b1!103b1!113b1!114m3!1b1!2m1!1b1!117b1!122m1!1b1!125b1!126b1!127b1!26m4!2m3!1i80!2i92!4i8!30m28!1m6!1m2!1i0!2i0!2m2!1i530!2i527!1m6!1m2!1i982!2i0!2m2!1i1032!2i527!1m6!1m2!1i0!2i0!2m2!1i1032!2i20!1m6!1m2!1i0!2i507!2m2!1i1032!2i527!34m19!2b1!3b1!4b1!6b1!8m6!1b1!3b1!4b1!5b1!6b1!7b1!9b1!12b1!14b1!20b1!23b1!25b1!26b1!31b1!37m1!1e81!42b1!46m1!1e1!47m0!49m10!3b1!6m2!1b1!2b1!7m2!1e3!2b1!8b1!9b1!10e2!50m26!1m21!2m7!1u3!4sOpen%2Bnow!5e1!9s0ahUKEwibyYq31diMAxU3l4kEHWIKJ50Q_KkBCAcoAg!10m2!3m1!1e1!2m7!1u2!4sTop-rated!5e1!9s0ahUKEwibyYq31diMAxU3l4kEHWIKJ50Q_KkBCAgoAw!10m2!2m1!1e1!3m1!1u2!3m1!1u3!4BIAE!2e2!3m2!1b1!3b1!59BQ2dBd0Fn!67m3!7b1!10b1!14b1!69i729%26q%3Dindoor%2Bgolf%2Bcourse%2Bnear%2BCalifornia,%2BUSA%26nfpr%3D1%26ech%3D2%26psi%3D4pj9Z4nEK_-KptQP94SIUA.1744672994861.1","Book online","No takeout",""
"https://www.google.ca/maps/place/SimuLinks+Golf/data=!4m7!3m6!1s0x80c32fc550fde373:0x14269293dde773a2!8m2!3d34.1024764!4d-117.8145196!16s%2Fg%2F11vjhxkvsn!19sChIJc-P9UMUvw4ARonPn3ZOSJhQ?authuser=0&hl=en&rclk=1","SimuLinks Golf","5.0","(23)","Indoor golf course","·","","·","402 W Arrow Hwy Suite #3","Open","⋅ Closes 10 p.m.","https://lh3.googleusercontent.com/p/AF1QipNr0lLIK8OIOSG-c_fGx25IFoAS0lUettYzuPZr=w80-h120-k-no","""... you get is super valuable, and it translates well onto the course.""","https://www.google.com/maps/reserve/appt/place/ChIJc-P9UMUvw4ARonPn3ZOSJhQ/mid/%2Fg%2F11vjhxkvsn?hl=en-CA&gei=_Jj9Z67DCr_sptQPsYy0mQI&sourceurl=https://www.google.ca/search?tbm%3Dmap%26authuser%3D0%26hl%3Den%26gl%3Dca%26pb%3D!4m9!1m3!1d15891.043600181529!2d-79.6557312!3d43.4864128!2m0!3m2!1i1032!2i527!4f13.1!7i20!8i20!10b1!12m24!1m5!18b1!30b1!31m1!1b1!34e1!2m3!5m1!6e2!20e3!4b0!10b1!12b1!13b1!16b1!17m1!3e1!20m3!5e2!6b1!14b1!46m1!1b0!96b1!19m4!2m3!1i360!2i120!4i8!20m48!2m2!1i203!2i100!3m2!2i4!5b1!6m6!1m2!1i86!2i86!1m2!1i408!2i240!7m33!1m3!1e1!2b0!3e3!1m3!1e2!2b1!3e2!1m3!1e2!2b0!3e3!1m3!1e8!2b0!3e3!1m3!1e10!2b0!3e3!1m3!1e10!2b1!3e2!1m3!1e10!2b0!3e4!1m3!1e9!2b1!3e2!2b1!9b0!22m5!1s4pj9Z4nEK_-KptQP94SIUA:200!2s1i:0,t:246204,p:4pj9Z4nEK_-KptQP94SIUA:200!7e81!12e22!17s4pj9Z4nEK_-KptQP94SIUA:201!24m108!1m32!13m9!2b1!3b1!4b1!6i1!8b1!9b1!14b1!20b1!25b1!18m21!3b1!4b1!5b1!6b1!9b1!12b1!13b1!14b1!17b1!20b1!21b1!22b1!25b1!27m1!1b0!28b0!32b1!33m1!1b1!34b0!36e1!10m1!8e3!11m1!3e1!14m1!3b0!17b1!20m2!1e3!1e6!24b1!25b1!26b1!29b1!30m1!2b1!36b1!39m3!2m2!2i1!3i1!43b1!52b1!54m1!1b1!55b1!56m1!1b1!65m5!3m4!1m3!1m2!1i224!2i298!71b1!72m22!1m8!2b1!5b1!7b1!12m4!1b1!2b1!4m1!1e1!4b1!8m10!1m6!4m1!1e1!4m1!1e3!4m1!1e4!3sother_user_google_reviews!6m1!1e1!9b1!89b1!98m3!1b1!2b1!3b1!103b1!113b1!114m3!1b1!2m1!1b1!117b1!122m1!1b1!125b1!126b1!127b1!26m4!2m3!1i80!2i92!4i8!30m28!1m6!1m2!1i0!2i0!2m2!1i530!2i527!1m6!1m2!1i982!2i0!2m2!1i1032!2i527!1m6!1m2!1i0!2i0!2m2!1i1032!2i20!1m6!1m2!1i0!2i507!2m2!1i1032!2i527!34m19!2b1!3b1!4b1!6b1!8m6!1b1!3b1!4b1!5b1!6b1!7b1!9b1!12b1!14b1!20b1!23b1!25b1!26b1!31b1!37m1!1e81!42b1!46m1!1e1!47m0!49m10!3b1!6m2!1b1!2b1!7m2!1e3!2b1!8b1!9b1!10e2!50m26!1m21!2m7!1u3!4sOpen%2Bnow!5e1!9s0ahUKEwibyYq31diMAxU3l4kEHWIKJ50Q_KkBCAcoAg!10m2!3m1!1e1!2m7!1u2!4sTop-rated!5e1!9s0ahUKEwibyYq31diMAxU3l4kEHWIKJ50Q_KkBCAgoAw!10m2!2m1!1e1!3m1!1u2!3m1!1u3!4BIAE!2e2!3m2!1b1!3b1!59BQ2dBd0Fn!67m3!7b1!10b1!14b1!69i729%26q%3Dindoor%2Bgolf%2Bcourse%2Bnear%2BCalifornia,%2BUSA%26nfpr%3D1%26ech%3D2%26psi%3D4pj9Z4nEK_-KptQP94SIUA.1744672994861.1","Book online","","https://ssl.gstatic.com/local/servicebusiness/default_user.png"
"https://www.google.ca/maps/place/Golfshac/data=!4m7!3m6!1s0x80c2b52c8f68edb7:0x2c2c2270ba3ee190!8m2!3d33.8745683!4d-118.3530538!16s%2Fg%2F11tfnk1fnk!19sChIJt-1ojyy1woARkOE-unAiLCw?authuser=0&hl=en&rclk=1","Golfshac","5.0","(16)","Indoor golf course","·","","·","4405b Redondo Beach Blvd","Open","⋅ Closes 9 p.m.","https://lh3.googleusercontent.com/p/AF1QipP4BOwrqnUs9B58Ds3SECG_LZfDIorEqqyL0gfw=w80-h106-k-no","""GolfShac is the absolute best indoor simulator in existence.""","https://www.google.com/maps/reserve/appt/place/ChIJt-1ojyy1woARkOE-unAiLCw/mid/%2Fg%2F11tfnk1fnk?hl=en-CA&gei=_Jj9Z67DCr_sptQPsYy0mQI&sourceurl=https://www.google.ca/search?tbm%3Dmap%26authuser%3D0%26hl%3Den%26gl%3Dca%26pb%3D!4m9!1m3!1d15891.043600181529!2d-79.6557312!3d43.4864128!2m0!3m2!1i1032!2i527!4f13.1!7i20!8i20!10b1!12m24!1m5!18b1!30b1!31m1!1b1!34e1!2m3!5m1!6e2!20e3!4b0!10b1!12b1!13b1!16b1!17m1!3e1!20m3!5e2!6b1!14b1!46m1!1b0!96b1!19m4!2m3!1i360!2i120!4i8!20m48!2m2!1i203!2i100!3m2!2i4!5b1!6m6!1m2!1i86!2i86!1m2!1i408!2i240!7m33!1m3!1e1!2b0!3e3!1m3!1e2!2b1!3e2!1m3!1e2!2b0!3e3!1m3!1e8!2b0!3e3!1m3!1e10!2b0!3e3!1m3!1e10!2b1!3e2!1m3!1e10!2b0!3e4!1m3!1e9!2b1!3e2!2b1!9b0!22m5!1s4pj9Z4nEK_-KptQP94SIUA:200!2s1i:0,t:246204,p:4pj9Z4nEK_-KptQP94SIUA:200!7e81!12e22!17s4pj9Z4nEK_-KptQP94SIUA:201!24m108!1m32!13m9!2b1!3b1!4b1!6i1!8b1!9b1!14b1!20b1!25b1!18m21!3b1!4b1!5b1!6b1!9b1!12b1!13b1!14b1!17b1!20b1!21b1!22b1!25b1!27m1!1b0!28b0!32b1!33m1!1b1!34b0!36e1!10m1!8e3!11m1!3e1!14m1!3b0!17b1!20m2!1e3!1e6!24b1!25b1!26b1!29b1!30m1!2b1!36b1!39m3!2m2!2i1!3i1!43b1!52b1!54m1!1b1!55b1!56m1!1b1!65m5!3m4!1m3!1m2!1i224!2i298!71b1!72m22!1m8!2b1!5b1!7b1!12m4!1b1!2b1!4m1!1e1!4b1!8m10!1m6!4m1!1e1!4m1!1e3!4m1!1e4!3sother_user_google_reviews!6m1!1e1!9b1!89b1!98m3!1b1!2b1!3b1!103b1!113b1!114m3!1b1!2m1!1b1!117b1!122m1!1b1!125b1!126b1!127b1!26m4!2m3!1i80!2i92!4i8!30m28!1m6!1m2!1i0!2i0!2m2!1i530!2i527!1m6!1m2!1i982!2i0!2m2!1i1032!2i527!1m6!1m2!1i0!2i0!2m2!1i1032!2i20!1m6!1m2!1i0!2i507!2m2!1i1032!2i527!34m19!2b1!3b1!4b1!6b1!8m6!1b1!3b1!4b1!5b1!6b1!7b1!9b1!12b1!14b1!20b1!23b1!25b1!26b1!31b1!37m1!1e81!42b1!46m1!1e1!47m0!49m10!3b1!6m2!1b1!2b1!7m2!1e3!2b1!8b1!9b1!10e2!50m26!1m21!2m7!1u3!4sOpen%2Bnow!5e1!9s0ahUKEwibyYq31diMAxU3l4kEHWIKJ50Q_KkBCAcoAg!10m2!3m1!1e1!2m7!1u2!4sTop-rated!5e1!9s0ahUKEwibyYq31diMAxU3l4kEHWIKJ50Q_KkBCAgoAw!10m2!2m1!1e1!3m1!1u2!3m1!1u3!4BIAE!2e2!3m2!1b1!3b1!59BQ2dBd0Fn!67m3!7b1!10b1!14b1!69i729%26q%3Dindoor%2Bgolf%2Bcourse%2Bnear%2BCalifornia,%2BUSA%26nfpr%3D1%26ech%3D2%26psi%3D4pj9Z4nEK_-KptQP94SIUA.1744672994861.1","Book online","","https://ssl.gstatic.com/local/servicebusiness/default_user.png"
"https://www.google.ca/maps/place/Norcal+Golf+Center/data=!4m7!3m6!1s0x808f7b5937c1d3f9:0xd7c016037b9abcc6!8m2!3d37.5969654!4d-122.4978007!16s%2Fg%2F11l5zcxrg1!19sChIJ-dPBN1l7j4ARxryaewMWwNc?authuser=0&hl=en&rclk=1","Norcal Golf Center","5.0","(12)","Indoor golf course","·","","·","640 Crespi Dr Unit B1","Open","⋅ Closes 9 p.m.","https://lh3.googleusercontent.com/p/AF1QipObB28Q8vAeqEXksgCeTPzk_6FR5jwr3N-twUcR=w163-h92-k-no","""The simulator was incredibly accurate and the experience was truly amazing.""","","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png"
"https://www.google.ca/maps/place/The+Golf+Box/data=!4m7!3m6!1s0x80dd2b179951b78f:0x71e5d20b4dc75193!8m2!3d33.8596497!4d-117.9440932!16s%2Fg%2F11srhsyfsj!19sChIJj7dRmRcr3YARk1HHTQvS5XE?authuser=0&hl=en&rclk=1","The Golf Box","5.0","(14)","Indoor golf course","·","","·","1113 W Orangethorpe Ave","Open","⋅ Closes 10 p.m.","https://lh3.googleusercontent.com/p/AF1QipOX8a2kHx8Bs9QhNaijmTRr5-zVPg3RorCx6RRK=w80-h106-k-no","""Great fun for beginners and experienced players alike!""","https://www.golfnow.com/tee-times/facility/18981/search?utm_source=google&utm_medium=organic&utm_campaign=reserve&utm_content=primary&hl=en-CA&gei=_Jj9Z67DCr_sptQPsYy0mQI&rwg_token=AAiGsoayUY0ZiBwH93NxnzE96p7yhBrbr1bayjDY9GmdKO7AMYhpDi4TziFT_In8ygj_Xt-qfYKHLEs7TuvQozaEZpFyThAkIw%3D%3D","Book online","","https://ssl.gstatic.com/local/servicebusiness/default_user.png"
"https://www.google.ca/maps/place/Greenies+Golf+Club/data=!4m7!3m6!1s0x80dcf1f93f254f87:0xc95013065d78f90d!8m2!3d33.482308!4d-117.6729101!16s%2Fg%2F11kbyns760!19sChIJh08lP_nx3IARDfl4XQYTUMk?authuser=0&hl=en&rclk=1","Greenies Golf Club","5.0","(13)","Indoor golf course","·","","·","26181 Avenida Aeropuerto","Open","⋅ Closes 5:30 p.m.","https://lh3.googleusercontent.com/p/AF1QipPKxDBxHsWhu_6rMV-uNohTUBdEScmgUBjpC95c=w138-h92-k-no","""The equipment here is in excellent order and the space is great.""","https://app.squareup.com/appointments/book/kmvbdkd11rmq2p/LBW7RHKJEWXPQ/start?hl=en-CA&gei=_Jj9Z67DCr_sptQPsYy0mQI&rwg_token=AAiGsoa3UD0k0fsPjjot1_7m8J767A6KJHQM5HIrJ2dB-j6xwv_rdZljrPFesrBCwaf_I1Oerps451LotMfzzYS6ECGVncaooQ%3D%3D","Book online","","https://ssl.gstatic.com/local/servicebusiness/default_user.png"
"https://www.google.ca/maps/place/Smash+Factor+Virtual+Golf+and+Lounge/data=!4m7!3m6!1s0x80c333499653ac53:0xa4a0318f7f54cbf7!8m2!3d33.9994855!4d-117.7184268!16s%2Fg%2F11kpg7x8lw!19sChIJU6xTlkkzw4AR98tUf48xoKQ?authuser=0&hl=en&rclk=1","Smash Factor Virtual Golf and Lounge","4.7","(15)","Indoor golf course","·","","·","3930 Grand Ave","Open","⋅ Closes 10 p.m.","https://maps.gstatic.com/tactile/pane/result-no-thumbnail-2x.png","""This golf simulator location is super nice with state of the art technology.""","","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png"
"https://www.google.ca/maps/place/The+City+Golf+-+Sherman+Oaks/data=!4m7!3m6!1s0x80c29762e9c381a3:0xfd31995b0ea3092c!8m2!3d34.1532711!4d-118.4651523!16s%2Fg%2F11kq913410!19sChIJo4HD6WKXwoARLAmjDluZMf0?authuser=0&hl=en&rclk=1","The City Golf - Sherman Oaks","4.8","(23)","Indoor golf course","·","","·","15250 Ventura Blvd #130","Open","⋅ Closes 10 p.m.","https://lh3.googleusercontent.com/p/AF1QipOCzHmC91QeKCcvnn_Shzpcq6BYXbV66c0BdBmj=w122-h92-k-no","""You can play a round on a simulated course for $30 per hour.""","","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png"
"https://www.google.ca/maps/place/Swingeasy+Golf+Club+-+Costa+Mesa/data=!4m7!3m6!1s0x80dcdf674a591c0b:0x7c64ddac907b012a!8m2!3d33.6693147!4d-117.8765168!16s%2Fg%2F11v6skx72_!19sChIJCxxZSmff3IARKgF7kKzdZHw?authuser=0&hl=en&rclk=1","Swingeasy Golf Club - Costa Mesa","5.0","(23)","Golf club","·","","·","2960 Airway Ave STE A-102","Open","⋅ Closes 10 p.m.","https://maps.gstatic.com/tactile/pane/result-no-thumbnail-2x.png","""Can get through 18 holes in less than an hour, but the set up is pristine!""","https://www.google.com/maps/reserve/appt/place/ChIJCxxZSmff3IARKgF7kKzdZHw/mid/%2Fg%2F11v6skx72_?hl=en-CA&gei=_Jj9Z67DCr_sptQPsYy0mQI&sourceurl=https://www.google.ca/search?tbm%3Dmap%26authuser%3D0%26hl%3Den%26gl%3Dca%26pb%3D!4m9!1m3!1d15891.043600181529!2d-79.6557312!3d43.4864128!2m0!3m2!1i1032!2i527!4f13.1!7i20!8i20!10b1!12m24!1m5!18b1!30b1!31m1!1b1!34e1!2m3!5m1!6e2!20e3!4b0!10b1!12b1!13b1!16b1!17m1!3e1!20m3!5e2!6b1!14b1!46m1!1b0!96b1!19m4!2m3!1i360!2i120!4i8!20m48!2m2!1i203!2i100!3m2!2i4!5b1!6m6!1m2!1i86!2i86!1m2!1i408!2i240!7m33!1m3!1e1!2b0!3e3!1m3!1e2!2b1!3e2!1m3!1e2!2b0!3e3!1m3!1e8!2b0!3e3!1m3!1e10!2b0!3e3!1m3!1e10!2b1!3e2!1m3!1e10!2b0!3e4!1m3!1e9!2b1!3e2!2b1!9b0!22m5!1s4pj9Z4nEK_-KptQP94SIUA:200!2s1i:0,t:246204,p:4pj9Z4nEK_-KptQP94SIUA:200!7e81!12e22!17s4pj9Z4nEK_-KptQP94SIUA:201!24m108!1m32!13m9!2b1!3b1!4b1!6i1!8b1!9b1!14b1!20b1!25b1!18m21!3b1!4b1!5b1!6b1!9b1!12b1!13b1!14b1!17b1!20b1!21b1!22b1!25b1!27m1!1b0!28b0!32b1!33m1!1b1!34b0!36e1!10m1!8e3!11m1!3e1!14m1!3b0!17b1!20m2!1e3!1e6!24b1!25b1!26b1!29b1!30m1!2b1!36b1!39m3!2m2!2i1!3i1!43b1!52b1!54m1!1b1!55b1!56m1!1b1!65m5!3m4!1m3!1m2!1i224!2i298!71b1!72m22!1m8!2b1!5b1!7b1!12m4!1b1!2b1!4m1!1e1!4b1!8m10!1m6!4m1!1e1!4m1!1e3!4m1!1e4!3sother_user_google_reviews!6m1!1e1!9b1!89b1!98m3!1b1!2b1!3b1!103b1!113b1!114m3!1b1!2m1!1b1!117b1!122m1!1b1!125b1!126b1!127b1!26m4!2m3!1i80!2i92!4i8!30m28!1m6!1m2!1i0!2i0!2m2!1i530!2i527!1m6!1m2!1i982!2i0!2m2!1i1032!2i527!1m6!1m2!1i0!2i0!2m2!1i1032!2i20!1m6!1m2!1i0!2i507!2m2!1i1032!2i527!34m19!2b1!3b1!4b1!6b1!8m6!1b1!3b1!4b1!5b1!6b1!7b1!9b1!12b1!14b1!20b1!23b1!25b1!26b1!31b1!37m1!1e81!42b1!46m1!1e1!47m0!49m10!3b1!6m2!1b1!2b1!7m2!1e3!2b1!8b1!9b1!10e2!50m26!1m21!2m7!1u3!4sOpen%2Bnow!5e1!9s0ahUKEwibyYq31diMAxU3l4kEHWIKJ50Q_KkBCAcoAg!10m2!3m1!1e1!2m7!1u2!4sTop-rated!5e1!9s0ahUKEwibyYq31diMAxU3l4kEHWIKJ50Q_KkBCAgoAw!10m2!2m1!1e1!3m1!1u2!3m1!1u3!4BIAE!2e2!3m2!1b1!3b1!59BQ2dBd0Fn!67m3!7b1!10b1!14b1!69i729%26q%3Dindoor%2Bgolf%2Bcourse%2Bnear%2BCalifornia,%2BUSA%26nfpr%3D1%26ech%3D2%26psi%3D4pj9Z4nEK_-KptQP94SIUA.1744672994861.1","Book online","","https://ssl.gstatic.com/local/servicebusiness/default_user.png"
"https://www.google.ca/maps/place/Bahama+Golf/data=!4m7!3m6!1s0x80dcb94c85a5b705:0x89efbd2f8e84ec03!8m2!3d33.8112703!4d-117.5074798!16s%2Fg%2F11r6p_p1ws!19sChIJBbelhUy53IARA-yEji-974k?authuser=0&hl=en&rclk=1","Bahama Golf","4.8","(33)","Indoor golf course","·","","·","2780 Cabot Dr #160-5","Open","⋅ Closes 10 p.m.","https://maps.gstatic.com/tactile/pane/result-no-thumbnail-2x.png","In-store shopping","https://www.google.com/maps/reserve/appt/place/ChIJBbelhUy53IARA-yEji-974k/mid/%2Fg%2F11r6p_p1ws?hl=en-CA&gei=_Jj9Z67DCr_sptQPsYy0mQI&sourceurl=https://www.google.ca/search?tbm%3Dmap%26authuser%3D0%26hl%3Den%26gl%3Dca%26pb%3D!4m9!1m3!1d15891.043600181529!2d-79.6557312!3d43.4864128!2m0!3m2!1i1032!2i527!4f13.1!7i20!8i20!10b1!12m24!1m5!18b1!30b1!31m1!1b1!34e1!2m3!5m1!6e2!20e3!4b0!10b1!12b1!13b1!16b1!17m1!3e1!20m3!5e2!6b1!14b1!46m1!1b0!96b1!19m4!2m3!1i360!2i120!4i8!20m48!2m2!1i203!2i100!3m2!2i4!5b1!6m6!1m2!1i86!2i86!1m2!1i408!2i240!7m33!1m3!1e1!2b0!3e3!1m3!1e2!2b1!3e2!1m3!1e2!2b0!3e3!1m3!1e8!2b0!3e3!1m3!1e10!2b0!3e3!1m3!1e10!2b1!3e2!1m3!1e10!2b0!3e4!1m3!1e9!2b1!3e2!2b1!9b0!22m5!1s4pj9Z4nEK_-KptQP94SIUA:200!2s1i:0,t:246204,p:4pj9Z4nEK_-KptQP94SIUA:200!7e81!12e22!17s4pj9Z4nEK_-KptQP94SIUA:201!24m108!1m32!13m9!2b1!3b1!4b1!6i1!8b1!9b1!14b1!20b1!25b1!18m21!3b1!4b1!5b1!6b1!9b1!12b1!13b1!14b1!17b1!20b1!21b1!22b1!25b1!27m1!1b0!28b0!32b1!33m1!1b1!34b0!36e1!10m1!8e3!11m1!3e1!14m1!3b0!17b1!20m2!1e3!1e6!24b1!25b1!26b1!29b1!30m1!2b1!36b1!39m3!2m2!2i1!3i1!43b1!52b1!54m1!1b1!55b1!56m1!1b1!65m5!3m4!1m3!1m2!1i224!2i298!71b1!72m22!1m8!2b1!5b1!7b1!12m4!1b1!2b1!4m1!1e1!4b1!8m10!1m6!4m1!1e1!4m1!1e3!4m1!1e4!3sother_user_google_reviews!6m1!1e1!9b1!89b1!98m3!1b1!2b1!3b1!103b1!113b1!114m3!1b1!2m1!1b1!117b1!122m1!1b1!125b1!126b1!127b1!26m4!2m3!1i80!2i92!4i8!30m28!1m6!1m2!1i0!2i0!2m2!1i530!2i527!1m6!1m2!1i982!2i0!2m2!1i1032!2i527!1m6!1m2!1i0!2i0!2m2!1i1032!2i20!1m6!1m2!1i0!2i507!2m2!1i1032!2i527!34m19!2b1!3b1!4b1!6b1!8m6!1b1!3b1!4b1!5b1!6b1!7b1!9b1!12b1!14b1!20b1!23b1!25b1!26b1!31b1!37m1!1e81!42b1!46m1!1e1!47m0!49m10!3b1!6m2!1b1!2b1!7m2!1e3!2b1!8b1!9b1!10e2!50m26!1m21!2m7!1u3!4sOpen%2Bnow!5e1!9s0ahUKEwibyYq31diMAxU3l4kEHWIKJ50Q_KkBCAcoAg!10m2!3m1!1e1!2m7!1u2!4sTop-rated!5e1!9s0ahUKEwibyYq31diMAxU3l4kEHWIKJ50Q_KkBCAgoAw!10m2!2m1!1e1!3m1!1u2!3m1!1u3!4BIAE!2e2!3m2!1b1!3b1!59BQ2dBd0Fn!67m3!7b1!10b1!14b1!69i729%26q%3Dindoor%2Bgolf%2Bcourse%2Bnear%2BCalifornia,%2BUSA%26nfpr%3D1%26ech%3D2%26psi%3D4pj9Z4nEK_-KptQP94SIUA.1744672994861.1","Book online","In-store pickup",""
"https://www.google.ca/maps/place/Golf+Envy/data=!4m7!3m6!1s0x80c3295c30b4e4e3:0x60a1b720d2bdf36b!8m2!3d34.087739!4d-117.889851!16s%2Fg%2F11v9y3fcrj!19sChIJ4-S0MFwpw4ARa_O90iC3oWA?authuser=0&hl=en&rclk=1","Golf Envy","5.0","(19)","Indoor golf course","·","","·","210 N Citrus Ave C","","","https://lh3.googleusercontent.com/p/AF1QipM_1YwThRhLGaXmKgz5Yy86flhov6Hw4YR2TBWw=w122-h92-k-no","Onsite services","","","",""
"https://www.google.ca/maps/place/Purefect+Golf+Club/data=!4m7!3m6!1s0x80850756840ead0b:0x14c8e3035e70de32!8m2!3d38.29582!4d-122.2998335!16s%2Fg%2F11y47hzv78!19sChIJC60OhFYHhYARMt5wXgPjyBQ?authuser=0&hl=en&rclk=1","Purefect Golf Club","5.0","(45)","Golf club","·","","·","2480 Oak St unit b","Open","⋅ Closes 8 p.m.","https://maps.gstatic.com/tactile/pane/result-no-thumbnail-2x.png","""The facility is rad and the pricing is super fair.""","https://www.golfnow.com/tee-times/facility/19275/search?utm_source=google&utm_medium=organic&utm_campaign=reserve&utm_content=primary&hl=en-CA&gei=_Jj9Z67DCr_sptQPsYy0mQI&rwg_token=AAiGsoYPVkvZDWVQ7mvXAo_cQY9a7gK0dnixXwtHyMa7RB_fPE9BrtAaQJo0M-YzToGt9siwqDsHkG7KdGJHQa3d6RVVDOLIyg%3D%3D","Book online","","https://ssl.gstatic.com/local/servicebusiness/default_user.png"
"https://www.google.ca/maps/place/Golfland+USA/data=!4m7!3m6!1s0x808fb5de051ec14b:0x3a026284f0c81269!8m2!3d37.3547921!4d-122.0152612!16s%2Fg%2F1vh_8m9m!19sChIJS8EeBd61j4ARaRLI8IRiAjo?authuser=0&hl=en&rclk=1","Golfland USA","4.4","(1,880)","Miniature golf course","·","","·","855 E El Camino Real","Open","⋅ Closes 10 p.m.","https://lh3.googleusercontent.com/gps-cs-s/AB5caB-E0HtL_oLoHB50RDpjFlXdVWvSObb0l0bNji3NMWwnd66s7XZHDY4hVFdDY3OTEk3nm6tNdxnTypPQvI5wXD1Q0vKO9IM4pYiW7tGTUshPcXuPueFQTHwq44zqD3eH9vQW6-k=w80-h106-k-no","Onsite services","","","",""
