id,keyword,Name,Address,city,postal,state,country,region,website link,website short,contact,featured,bar,food,lessons,leagues,24hrs,bays,Notes,details_desc,facility_img,facility_img2,facility_img3,facility_img4,map_link,active,facility_slug,rating,reviews,,,,,,,,
https://www.google.ca/maps/place/Caledon%27s+Indoor+Golf+-+Caledon+Country+Club/data=!4m7!3m6!1s0x882b0f92591bc6cb:0xeaa55fb40cc16915!8m2!3d43.7819732!4d-79.9304479!16s%2Fg%2F11l70jd7k_!19sChIJy8YbWZIPK4gRFWnBDLRfpeo?authuser=0&hl=en&rclk=1,Updated,Caledon's Indoor Golf - Caledon Country Club,2121 Olde Base Line Rd,Inglewood,L7C 0J3,ont,can,gta_north,https://www.golfcaledon.com/golfsimulators,golfcaledon.com,info@golfcaledon.com,0,1,1,1,1,0,5,,"""There is a tiny cosy restaurant in there!""",uploads/CaledonMain.jpeg,uploads/Caledon2.jpeg,uploads/Caledon3.jpeg,uploads/Caledon4.jpeg,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d19375.433962553572!2d-79.95213520827508!3d43.789971438639746!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x882b0f92591bc6cb%3A0xeaa55fb40cc16915!2sCaledon&#39;s%20Indoor%20Golf%20-%20Caledon%20Country%20Club!5e0!3m2!1sen!2sca!4v1741904933037!5m2!1sen!2sca,1,,5,-2,Indoor golf course,,,,,,,
https://www.google.ca/maps/place/Cedar+Grove+Mini+Golf/data=!4m7!3m6!1s0x882a7d859d71c22b:0x2f4a970df1fb845!8m2!3d44.4674115!4d-80.1065053!16s%2Fg%2F11syt_y5z7!19sChIJK8JxnYV9KogRRbgf33Cp9AI?authuser=0&hl=en&rclk=1,Miniature golf course,Cedar Grove Mini Golf,,,3.2,-6,Miniature golf course,,,,,Open now,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=08LwqwUtwnP20gRZIj1s_w&cb_client=search.gws-prod.gps&w=80&h=92&yaw=87.58662&pitch=0&thumbfov=100,https://ssl.gstatic.com/local/servicebusiness/default_user.png,"""There are 2 holes in particular that are EXTREMELY good.""",,,,,,,,,,,,,,,,,,,,,
https://www.google.ca/maps/place/Celtic+Golf+Centre/data=!4m7!3m6!1s0x4ccdc1fe6e3e5225:0x11d14749d35b4a1c!8m2!3d45.016069!4d-75.646087!16s%2Fg%2F11k3qcvfns!19sChIJJVI-bv7BzUwRHEpb00lH0RE?authuser=0&hl=en&rclk=1,Updated,Celtic Golf Centre,24 Prescott St,,4.7,-35,Indoor golf course,·,,,,Open,⋅ Closes 12 a.m.,https://lh3.googleusercontent.com/p/AF1QipMb0xCeuaihHTF257vT76bZsVlw4bdhwM3ItdIW=w122-h92-k-no,https://ssl.gstatic.com/local/servicebusiness/default_user.png,"""Amazing golf simulator endless courses for endless amounts of fun""",,,,,,,,,,,,,,,,,,,,,
"https://www.google.ca/maps/place/Celtic+Golf+Centre/@44.2475209,-76.5270977,14.75z/data=!4m6!3m5!1s0x4cd2ab005c0830b5:0xc90532b717862940!8m2!3d44.24608!4d-76.5141699!16s%2Fg%2F11w902hnhz?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI1MDQyOS4wIKXMDSoASAFQAw%3D%3D",Updated,Celtic Golf Centre,Kingston,,4.7,-35,Indoor golf course,·,,,,Open,⋅ Closes 12 a.m.,https://lh3.googleusercontent.com/p/AF1QipMb0xCeuaihHTF257vT76bZsVlw4bdhwM3ItdIW=w122-h92-k-no,https://ssl.gstatic.com/local/servicebusiness/default_user.png,"""Amazing golf simulator endless courses for endless amounts of fun""",,,,,,,,,,,,,,,,,,,,,
https://www.google.ca/maps/place/Chez+Putters/data=!4m7!3m6!1s0x4cce01f223284a7f:0x1de8e1992d7e6229!8m2!3d45.3977232!4d-75.8349366!16s%2Fg%2F11b5wjyx8g!19sChIJf0ooI_IBzkwRKWJ-LZnh6B0?authuser=0&hl=en&rclk=1,Bar,Chez Putters,·,"via, 181 Principale Street in, entrée 5 Nord, Bd Wilfrid-Lavigne",4.2,-148,Indoor golf course,·,,,,Open,⋅ Closes 3 a.m.,https://lh3.googleusercontent.com/p/AF1QipMBdXwWHG0YR49QOAlURdJGBcL-kZUq3VfT1gct=w122-h92-k-no,,Dine-in,,,,,,,,,,,,,,,,,,,,,
https://www.google.ca/maps/place/Club+Champions+Lounge+Ltd./data=!4m7!3m6!1s0x882e5f06244e42eb:0x10475ef776a2d5aa!8m2!3d42.779055!4d-81.1931919!16s%2Fg%2F11ltx0d678!19sChIJ60JOJAZfLogRqtWidvdeRxA?authuser=0&hl=en&rclk=1,Updated,Club Champions Lounge Ltd.,·,539 Talbot St,4.9,-61,·,,·,539 Talbot St,Open,⋅ Closes 8 p.m.,https://lh3.googleusercontent.com/p/AF1QipNLTgSSKVzPA-SBS6yrtn4CQk4wC6leDQLDE_qU=w80-h106-k-no,In-store shopping,,,,,,,,,,,,,,,,,,,,,,,
https://www.google.ca/maps/place/Club+De+Golf+Tecumseh/data=!4m7!3m6!1s0x4cce1b1faca7add9:0xd8f1a5a8fddcd5d!8m2!3d45.4752781!4d-75.6683246!16s%2Fg%2F1tgg9ljj!19sChIJ2a2nrB8bzkwRXc3dj1oajw0?authuser=0&hl=en&rclk=1,Golf Course,Club De Golf Tecumseh,·,475 Rue Saint-Louis,3.9,-150,Indoor golf course,·,,,,Open,⋅ Closes 5 p.m.,https://lh3.googleusercontent.com/gps-cs-s/AC9h4noMAUYqkjAhUnIZiGdw62gTnt2Hu1_XPJL9T53dKIVLX5HKoprOzx85tliMNb42MCUL7o8yUhWOJxi89Jphlkt9S24LTxi8heEG5Cny3Lvtc8WO4W_Z9fdjYVwtERg3l1sb8kM8=w204-h92-k-no,,Onsite services,,,,,,,,,,,,,,,,,,,,,
https://www.google.ca/maps/place/Club+X+Indoor+Golf/data=!4m7!3m6!1s0x882ad3f4882c3daf:0x7e6dae184153131a!8m2!3d43.9992254!4d-79.4676406!16s%2Fg%2F11svt72d0k!19sChIJrz0siPTTKogRGhNTQRiubX4?authuser=0&hl=en&rclk=1,Updated,Club X Indoor Golf,"15230 Yonge St., #2f",Aurora,L4G 1L9,ont,can,gta_north,http://clubxindoorgolf.com/,clubxindoorgolf.com,Info@clubxindoorgolf.com,0,1,1,1,1,0,3,,"""Quick booking system, easy access and private rooms are a bonus.""",uploads/no_image.jpg,uploads/no_image.jpg,uploads/no_image.jpg,uploads/no_image.jpg,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d5739.916693662246!2d-79.47301575025269!3d44.001586964506615!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x882ad3f4882c3daf%3A0x7e6dae184153131a!2sClub%20X%20Indoor%20Golf!5e0!3m2!1sen!2sca!4v1741905312779!5m2!1sen!2sca,1,,4.8,-38,Indoor golf course,,,,,,,
https://www.google.ca/maps/place/Clubhouse+Indoor+Golf/data=!4m7!3m6!1s0x89d4d7db8638a177:0xc9b7d4145ccec9c6!8m2!3d43.888809!4d-79.2727315!16s%2Fg%2F11tn9wvqd_!19sChIJd6E4htvX1IkRxsnOXBTUt8k?authuser=0&hl=en&rclk=1,Updated,Clubhouse Indoor Golf,1 Stone Mason Dr,,,ont,can,,,,,0,,,,,,,"""The clubhouse indoor golf simulator is great—clean, modern, and fun.""",,uploads/no_image.jpg,uploads/no_image.jpg,uploads/no_image.jpg,uploads/no_image.jpg,,1,,4.7,184,Indoor golf course,,,,,,,
https://www.google.ca/maps/place/Clubhouse+Indoor+Golf/data=!4m7!3m6!1s0x882b337633f348f1:0x262684a60ee05225!8m2!3d43.7509389!4d-79.4010445!16s%2Fg%2F11tdxwkjwd!19sChIJ8UjzM3YzK4gRJVLgDqaEJiY?authuser=0&hl=en&rclk=1,Updated,Clubhouse Indoor Golf,29 The Links Rd,,,ont,can,,,,,0,,,,,,,"""Brand new interior, great location and advanced system""",,uploads/no_image.jpg,uploads/no_image.jpg,uploads/no_image.jpg,uploads/no_image.jpg,,1,,4.6,257,Indoor golf course,,,,,,,
https://www.google.ca/maps/place/Condor+Lounge+%26+Condor+Golf+Bar/data=!4m7!3m6!1s0x4cce1301a7fd4ed7:0x1bb8b55a0fa97d6e!8m2!3d45.4674032!4d-75.4897664!16s%2Fg%2F11tdv6x28j!19sChIJ1079pwETzkwRbn2pD1q1uBs?authuser=0&hl=en&rclk=1,Bar,Condor Lounge & Condor Golf Bar,470 Charlemagne Blvd,,4.7,-230,Indoor golf course,·,,,,Open,⋅ Closes 1 a.m.,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqChxHRgb2Ejka_WSiI-i-TUnXhA0riC7FmPt4PtHK9hUxENmQakiFSDVdVPF6cCChvkH05aD0n4iitNUrDwdJIaXFgYNlbGBbIVT9-BE1_M4rP9YmyzUliSLMaG4XOTrJnq9To=w122-h92-k-no,,Dine-in,,,,,,,,,,,,,,,,,,,,,
https://www.google.ca/maps/place/DBLCRS+Sim+Lounge/data=!4m7!3m6!1s0x882b85eb227e787f:0x95c21663e996396f!8m2!3d43.4933378!4d-80.2313964!16s%2Fg%2F11lccv474z!19sChIJf3h-IuuFK4gRbzmW6WMWwpU?authuser=0&hl=en&rclk=1,Updated,DBLCRS Sim Lounge,589 Hanlon Creek Boulevard Units 36 and 37,,,ont,can,,,,,0,,,,,,,"""It’s a great spot to hang out, host an event, get a lesson or practice!""",,uploads/no_image.jpg,uploads/no_image.jpg,uploads/no_image.jpg,uploads/no_image.jpg,,1,,5,65,Indoor golf course,,,,,,,
https://www.google.ca/maps/place/Dogleg+Left+Golf/data=!4m7!3m6!1s0x882b33f9bb0a910f:0xe1898ab8d3d0ba96!8m2!3d43.7052521!4d-79.4061117!16s%2Fg%2F11y7y6nvg8!19sChIJD5EKu_kzK4gRlrrQ07iKieE?authuser=0&hl=en&rclk=1,Updated,Dogleg Left Golf,250 Eglinton Ave W,,,ont,can,,,,,0,,,,,,,"""There are 3 bays and each one is very private.""",,uploads/no_image.jpg,uploads/no_image.jpg,uploads/no_image.jpg,uploads/no_image.jpg,,1,,4.8,22,Indoor golf course,,,,,,,
https://www.google.ca/maps/place/Dream+Golf/data=!4m7!3m6!1s0x89d529eed7fb06ef:0x162e62190b8a011e!8m2!3d43.9608571!4d-79.2641307!16s%2Fg%2F11y3rwckhv!19sChIJ7wb71-4p1YkRHgGKCxliLhY?authuser=0&hl=en&rclk=1,Updated,Dream Golf,190 Mostar St Unit B106,,,ont,can,,,,,0,,,,,,,"""Projectors, screens and computers are high quality.""",,uploads/no_image.jpg,uploads/no_image.jpg,uploads/no_image.jpg,uploads/no_image.jpg,,1,,5,18,Indoor golf course,,,,,,,
https://www.google.ca/maps/place/Driver+Zone+Golf/data=!4m7!3m6!1s0x882b3d84bf7a6cf9:0x6fa9f63566408068!8m2!3d43.7098921!4d-79.6911962!16s%2Fg%2F11w84nczgw!19sChIJ-Wx6v4Q9K4gRaIBAZjX2qW8?authuser=0&hl=en&rclk=1,Updated,Driver Zone Golf,115 East Dr #5,,,ont,can,,,,,0,,,,,,,"""Lots of bays and private rooms with the most modern tech.""",,uploads/no_image.jpg,uploads/no_image.jpg,uploads/no_image.jpg,uploads/no_image.jpg,,1,,5,110,Indoor golf course,,,,,,,
https://www.google.ca/maps/place/Dundas+Indoor+Golf/data=!4m7!3m6!1s0x882c85c89a6638c5:0x5e115a4303ee9b27!8m2!3d43.2705545!4d-79.9743803!16s%2Fg%2F11w9s4jcys!19sChIJxThmmsiFLIgRJ5vuA0NaEV4?authuser=0&hl=en&rclk=1,Updated,Dundas Indoor Golf,22 Head St,,,ont,can,,,,,0,,,,,,,,,uploads/no_image.jpg,uploads/no_image.jpg,uploads/no_image.jpg,uploads/no_image.jpg,,1,,5,15,Indoor golf course,,,,,,,
https://www.google.ca/maps/place/Dunny%27s+Divots/data=!4m7!3m6!1s0x89d515a80fa8fc81:0xab863fc2347460dd!8m2!3d44.1115445!4d-78.9576874!16s%2Fg%2F11y3qjvhkw!19sChIJgfyoD6gV1YkR3WB0NMI_hqs?authuser=0&hl=en&rclk=1,Updated,Dunny's Divots,16050 Old Simcoe Rd,,5,-22,Indoor golf course,·,,16050 Old Simcoe Rd,,Open,⋅ Closes 10 p.m.,https://lh3.googleusercontent.com/p/AF1QipOV3XZej17ZJF9W8lR2290vknticmCstYZUFAFi=w80-h106-k-no,,Onsite services,,,,,,,,,,,,,,,,,,,,,
https://www.google.ca/maps/place/Extreme+Indoor+Golf/data=!4m7!3m6!1s0x882eed43e8fd42fb:0xb3f728abdca563f3!8m2!3d43.0033719!4d-81.181917!16s%2Fg%2F11b6j48v0q!19sChIJ-0L96EPtLogR82Ol3Kso97M?authuser=0&hl=en&rclk=1,Updated,Extreme Indoor Golf,·,1790 Dundas St,4.6,-125,·,,·,1790 Dundas St,Open,⋅ Closes 11 p.m.,https://lh3.googleusercontent.com/gps-cs-s/AC9h4np-1IJUJtpL0oFWzDZmqua3gvm8FCYN2eORogP6QbxvUcQY0H2Ss9sDAaiimXlbirsV9ZdaLVuRVp36FnWq8cS9idreXfSaDwMDmxt6gGNgSV_W5hG6_N2gG4mf-eTO5JlcpLm5=w80-h106-k-no,"""The simulators are top tier and so are the Staff!""",https://ssl.gstatic.com/local/servicebusiness/default_user.png,,,,,,,,,,,,,,,,,,,,,,
https://www.google.ca/maps/place/EZ+Golf/data=!4m7!3m6!1s0x882b2d29cd6ac17f:0x1c4193af9834f497!8m2!3d43.7983089!4d-79.4720823!16s%2Fg%2F11t4vll641!19sChIJf8FqzSktK4gRl_Q0mK-TQRw?authuser=0&hl=en&rclk=1,Updated,EZ Golf,1450 Clark Ave W Unit 1 C,Thornhill,,ont,can,,,,,0,,,,,,,Onsite services not available,,uploads/no_image.jpg,uploads/no_image.jpg,uploads/no_image.jpg,uploads/no_image.jpg,,1,,4.7,133,Indoor golf course,,,,,,,
https://www.google.ca/maps/place/EZ+Golf/data=!4m7!3m6!1s0x882ad3d111523af7:0x86e258dc51c3de67!8m2!3d44.00565!4d-79.41216!16s%2Fg%2F11st8gmwfh!19sChIJ9zpSEdHTKogRZ97DUdxY4oY?authuser=0&hl=en&rclk=1,Updated,EZ Golf,45 Eric T Smith Way unit 8,Aurora,4.8,-49,Indoor golf course,·,,·,45 Eric T Smith Way unit 8,Open,https://lh3.googleusercontent.com/p/AF1QipOELZ3dFGOupST-efuB_pFZbeMCQdGgfNW3hXvY=w138-h92-k-no,,Onsite services not available,⋅ Closes 2 a.m.,,,,,,,,,,,,,,,,,,,,,
https://www.google.ca/maps/place/Fairway+Golf+Lounge/data=!4m7!3m6!1s0x89d635fc15a44085:0x81c882092b7804e5!8m2!3d43.9854352!4d-77.2270397!16s%2Fg%2F11x86t6w5l!19sChIJhUCkFfw11okR5QR4KwmCyIE?authuser=0&hl=en&rclk=1,Updated,Fairway Golf Lounge,13 Mill St,,5,-2,Indoor golf course,·,,,,Open 24 hours,,https://lh3.googleusercontent.com/p/AF1QipOWDtzaNRMqC4POZ-7wEKG3Rbs1iL4JhsK-XNdD=w122-h92-k-no,,,,,,,,,,,,,,,,,,,,,,,
https://www.google.ca/maps/place/Fairway+Golf+Ptbo/data=!4m7!3m6!1s0x89d58fa4a61f83ab:0xa3d7350e5190461c!8m2!3d44.2586401!4d-78.3843116!16s%2Fg%2F11vspgn97l!19sChIJq4MfpqSP1YkRHEaQUQ4116M?authuser=0&hl=en&rclk=1,Updated,Fairway Golf Ptbo,2097 Whittington Dr,Cavan-Monaghan,5,-25,Indoor golf course,·,,,,Open,⋅ Closes 10 p.m.,https://lh3.googleusercontent.com/p/AF1QipPMr_9jKPRa2gV1R-o6E2CsqCwwAuNQL6ljX09J=w122-h92-k-no,https://ssl.gstatic.com/local/servicebusiness/default_user.png,"""Best simulator I’ve been too and the staff are very friendly and helpful.""",,,,,,,,,,,,,,,,,,,,,
https://www.google.ca/maps/place/FarAway+Greens+Indoor+Golf/data=!4m7!3m6!1s0x882b619598ac6fdf:0x3467b37a630732de!8m2!3d43.3575664!4d-79.8084829!16s%2Fg%2F11bw5fvfb0!19sChIJ32-smJVhK4gR3jIHY3qzZzQ?authuser=0&hl=en&rclk=1,Updated,FarAway Greens Indoor Golf,3070 Mainway,,,ont,can,,,,,0,,,,,,,"""Great sized playing bays with a ton of room.""",,uploads/no_image.jpg,uploads/no_image.jpg,uploads/no_image.jpg,uploads/no_image.jpg,,1,,4.9,162,Indoor golf course,,,,,,,
https://www.google.ca/maps/place/Fore+Golf+Lounge/data=!4m7!3m6!1s0x882e4dad7198338d:0xcba4ce51ab1329ab!8m2!3d42.6627837!4d-81.50214!16s%2Fg%2F11y3zr4c3y!19sChIJjTOYca1NLogRqykTq1HOpMs?authuser=0&hl=en&rclk=1,Updated,Fore Golf Lounge,174 Currie Rd,,4.8,-8,·,,174 Currie Rd,,Open 24 hours,,https://lh3.googleusercontent.com/p/AF1QipOIEdA4OKdW4aRGgcrZEvqTWcYUy9hxMu6op601=w80-h142-k-no,"""Great instructions and beautiful space.""",https://ssl.gstatic.com/local/servicebusiness/default_user.png,,,,,,,,,,,,,,,,,,,,,,
https://www.google.ca/maps/place/FORE!/data=!4m7!3m6!1s0x882b37e24baf0d43:0x86b57bd991a7bad4!8m2!3d43.6131293!4d-79.4983708!16s%2Fg%2F11vb11xmt4!19sChIJQw2vS-I3K4gR1Lqnkdl7tYY?authuser=0&hl=en&rclk=1,Updated,FORE!,12 Drummond St suite 1,,,ont,can,,,,,0,,,,,,,"""Great set-up, nice clean space, easy to use.""",,uploads/no_image.jpg,uploads/no_image.jpg,uploads/no_image.jpg,uploads/no_image.jpg,,1,,5,41,Indoor golf course,,,,,,,
https://www.google.ca/maps/place/FORE!/data=!4m7!3m6!1s0x89d4cb8dc8328809:0x2448e1cc479c42b4!8m2!3d43.6564605!4d-79.3379713!16s%2Fg%2F11tdz9fdt4!19sChIJCYgyyI3L1IkRtEKcR8zhSCQ?authuser=0&hl=en&rclk=1,Updated,FORE!,21 D Carlaw Ave,,,ont,can,,,,,0,,,,,,,"""Amazing indoor simulator spot close to downtown.""",,uploads/no_image.jpg,uploads/no_image.jpg,uploads/no_image.jpg,uploads/no_image.jpg,,1,,4.8,79,Indoor golf course,,,,,,,
https://www.google.ca/maps/place/Fore!+Everyone+Golf+-+Stratford%27s+%231+Indoor+Golf+Experience/data=!4m7!3m6!1s0x882eadd71da982bb:0x45c6578f927f1c6e!8m2!3d43.3715178!4d-80.9447051!16s%2Fg%2F11rd99xwln!19sChIJu4KpHdetLogRbhx_ko9XxkU?authuser=0&hl=en&rclk=1,Updated,Fore! Everyone Golf - Stratford's #1 Indoor Golf Experience,1060 Ontario St,Stratford,5,-27,·,,·,1060 Ontario St,Open,⋅ Closes 10 p.m.,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrKbqU-r14ISV__ybOhD8v19yUd0NU059J5NydTVWj2ePNSLADlwGDe-7jNhkIWiws5m1jDSURH9GkEYju5LPdtGVqZTISWGZw_vTscqpYZLsves4utpZrfaJjc3PAe9U3pWzyZmA=w122-h92-k-no,Onsite services,,,,,,,,,,,,,,,,,,,,,,,
https://www.google.ca/maps/place/Fore!+Oxford/data=!4m7!3m6!1s0x882c1f4c9a16254f:0xc555df71252027dd!8m2!3d43.1334152!4d-80.7304229!16s%2Fg%2F11rms3ns69!19sChIJTyUWmkwfLIgR3ScgJXHfVcU?authuser=0&hl=en&rclk=1,Updated,Fore! Oxford,972 Dundas St,Woodstock,4.5,-100,·,,·,972 Dundas St,Open,⋅ Closes 11 p.m.,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nq5eDIqDRSr4rghKEeL1Sji7gDKKUJmVXwUOTcUPAbfYECUxXbbBGPy7rJgZuU03bLzs2A-Co53UaUyYi6UmJJgJAWC4ucreRol415GRxeIUequwFWKfFOxjqGuqRiRPIWV4Naq=w122-h92-k-no,"""Great staff ,very clean and lots of fun""",https://ssl.gstatic.com/local/servicebusiness/default_user.png,,,,,,,,,,,,,,,,,,,,,,
https://www.google.ca/maps/place/Foreplay+Indoor+Golf/data=!4m7!3m6!1s0x89d4d591e9b93f6b:0xcf294119c361a011!8m2!3d43.871823!4d-79.364286!16s%2Fg%2F11y51dm19g!19sChIJaz-56ZHV1IkREaBhwxlBKc8?authuser=0&hl=en&rclk=1,Updated,Foreplay Indoor Golf,9390 Woodbine Ave 2nd Floor #2D21,,,ont,can,,,,,0,,,,,,,"""Really nice, big and comfortable rooms with trackman system.""",,uploads/no_image.jpg,uploads/no_image.jpg,uploads/no_image.jpg,uploads/no_image.jpg,,1,,4.9,58,Indoor golf course,,,,,,,
https://www.google.ca/maps/place/Four+Tees+Golf/data=!4m7!3m6!1s0x4cd2ab0079a11c7f:0xcab9c8319a11c759!8m2!3d44.2463476!4d-76.5217476!16s%2Fg%2F11vpcfdj58!19sChIJfxyheQCr0kwRWccRmjHIuco?authuser=0&hl=en&rclk=1,Updated,Four Tees Golf,1187 Princess St Unit 11,Kingston,4.8,-42,Indoor golf course,·,,,,Open,⋅ Closes 10 p.m.,https://lh3.googleusercontent.com/p/AF1QipPTa-XbJiXrRZ1d0RAiSesSiP9-wjBEY4LVUAJy=w80-h177-k-no,https://ssl.gstatic.com/local/servicebusiness/default_user.png,"""Great space for indoor golf, friendly environment and great staffs!""",,,,,,,,,,,,,,,,,,,,,
https://www.google.ca/maps/place/Gamer+Golf/data=!4m7!3m6!1s0x89d4cda58c6b9cd3:0xdc8c770a58d66cf5!8m2!3d43.7132699!4d-79.307327!16s%2Fg%2F11sgl7x920!19sChIJ05xrjKXN1IkR9WzWWAp3jNw?authuser=0&hl=en&rclk=1,Updated,Gamer Golf,1400 O'Connor Dr,,,ont,can,,,,,0,,,,,,,"""Nice, clean facility with tvs in each bay to watch the game.""",,uploads/no_image.jpg,uploads/no_image.jpg,uploads/no_image.jpg,uploads/no_image.jpg,,1,,4.9,126,Indoor golf course,,,,,,,
https://www.google.ca/maps/place/Golf+Almighty/data=!4m7!3m6!1s0x882b1556a657ed4d:0xa7d15cee85d3359d!8m2!3d43.6865409!4d-79.7585191!16s%2Fg%2F11vj1mmjdg!19sChIJTe1XplYVK4gRnTXThe5c0ac?authuser=0&hl=en&rclk=1,Updated,Golf Almighty,3 Chapel St,,,ont,can,,,,,0,,,,,,,"""They have an amazing interior and a super precise playing experience.""",,uploads/no_image.jpg,uploads/no_image.jpg,uploads/no_image.jpg,uploads/no_image.jpg,,1,,4.8,53,Indoor golf course,,,,,,,
https://www.google.ca/maps/place/Golf+Almighty+Indoor+Golf+Simulators+%26+Sports+Bar/data=!4m7!3m6!1s0x882b21dabc915197:0xd238a980f3fdc491!8m2!3d43.88015!4d-79.73736!16s%2Fg%2F11w7mp8chs!19sChIJl1GRvNohK4gRkcT984CpONI?authuser=0&hl=en&rclk=1,Indoor golf course,Golf Almighty Indoor Golf Simulators & Sports Bar,18 King St E F1,Bolton,5,-6,Indoor golf course,·,,18 King St E F1,,,,https://lh3.googleusercontent.com/gps-cs-s/AC9h4npgYc76F3YivrYOyKM0uEWw9jI0I4gXmA5mhJo7N87_eyEryrMwaNMeLQRS5oPlFpMHNX0h8pOZqJK1bYy9_4ZIlnebNqFJAFcLzQlR6nCL4cOMyQlpzuWYbz6wcIAzFCAzWey0Eg=w80-h142-k-no,https://ssl.gstatic.com/local/servicebusiness/default_user.png,"""Checked out this new indoor golf spot recently, and it’s pretty impressive.""",,,,,,,,,,,,,,,,,,,,,
https://www.google.ca/maps/place/Golf+Heaven/data=!4m7!3m6!1s0x882b5d60c00d51f1:0x71afdf6643f9c52!8m2!3d43.4648834!4d-79.6778376!16s%2Fg%2F11s9gg_x3_!19sChIJ8VENwGBdK4gRUpw_ZPb9Ggc?authuser=0&hl=en&rclk=1,Updated,Golf Heaven,482 South Service Rd E Unit 59,,,ont,can,,,,,0,,,,,,,,,uploads/no_image.jpg,uploads/no_image.jpg,uploads/no_image.jpg,uploads/no_image.jpg,,1,,4.8,31,Indoor golf course,,,,,,,
https://www.google.ca/maps/place/Golf+Home+%26+Lounge/data=!4m7!3m6!1s0x882b61b9d4a77fdf:0xe7a2c065c73643e1!8m2!3d43.3967176!4d-79.8289302!16s%2Fg%2F11srzjqqt9!19sChIJ33-n1LlhK4gR4UM2x2XAouc?authuser=0&hl=en&rclk=1,Updated,Golf Home & Lounge,4040 Palladium Way unit 11-13,,,ont,can,,,,,0,,,,,,,Dine-in,,uploads/no_image.jpg,uploads/no_image.jpg,uploads/no_image.jpg,uploads/no_image.jpg,,1,,5,41,Indoor golf course,,,,,,,
https://www.google.ca/maps/place/GOLF+IT+UP/data=!4m7!3m6!1s0x89d4d35e828af4fb:0xbd6a6108f97a0e20!8m2!3d43.8122562!4d-79.3580765!16s%2Fg%2F11sk4cpzrc!19sChIJ-_SKgl7T1IkRIA56-Qhhar0?authuser=0&hl=en&rclk=1,Updated,GOLF IT UP,2910 Steeles Ave E,,,ont,can,,,,,0,,,,,,,"""Private room: unique golf + kareoke + snacks and drinks (whiskey!).""",,uploads/no_image.jpg,uploads/no_image.jpg,uploads/no_image.jpg,uploads/no_image.jpg,,1,,4.5,82,Indoor golf course,,,,,,,
https://www.google.ca/maps/place/Golf+Live+Health+%26+Fitness+Club/data=!4m7!3m6!1s0x882b3b32f0d58fb1:0x6665003f3f0e4b98!8m2!3d43.7731843!4d-79.6183798!16s%2Fg%2F11rwp0fkmw!19sChIJsY_V8DI7K4gRmEsOPz8AZWY?authuser=0&hl=en&rclk=1,Updated,Golf Live Health & Fitness Club,5875 Hwy 7 unit10,,,ont,can,,,,,0,,,,,,,Onsite services,,uploads/no_image.jpg,uploads/no_image.jpg,uploads/no_image.jpg,uploads/no_image.jpg,,1,,4.8,113,Indoor golf course,,,,,,,
https://www.google.ca/maps/place/GOLF+ON/data=!4m7!3m6!1s0x882b43e6b0ba8707:0xb6b3aeb986055c24!8m2!3d43.5307487!4d-79.6533683!16s%2Fg%2F11y1ks3xs4!19sChIJB4e6sOZDK4gRJFwFhrmus7Y?authuser=0&hl=en&rclk=1,Updated,GOLF ON,2225 Erin Mills Pkwy #47,,,ont,can,,,,,0,,,,,,,Dine-in,,uploads/no_image.jpg,uploads/no_image.jpg,uploads/no_image.jpg,uploads/no_image.jpg,,1,,5,141,Indoor golf course,,,,,,,
https://www.google.ca/maps/place/Golf+Simulator/data=!4m7!3m6!1s0x89d53dcc2e943881:0x1a1de1a5d09f9508!8m2!3d44.1022988!4d-79.0941604!16s%2Fg%2F11l2v6wfss!19sChIJgTiULsw91YkRCJWf0KXhHRo?authuser=0&hl=en&rclk=1,At a golf course,Golf Simulator,350 Reach St suite 1a,,3,-2,Indoor golf course,·,,350 Reach St suite 1a,,Open,https://lh3.googleusercontent.com/p/AF1QipM7RRj8VRMdxRhuUkIB_cQuFlzxUMrW1t1lCW_m=w122-h92-k-no,https://ssl.gstatic.com/local/servicebusiness/default_user.png,"""They create a family atmosphere.""",⋅ Closes 7 p.m.,,,,,,,,,,,,,,,,,,,,,
